2E0AGB,Allen
R3QJ,Alexander
R3QN,Vladimir
R3QW,Yuri
R3TG,Mihail
R3VO,Vladimir
R3ZV,Yuri
R43LK,Anatoly
R4FGJ,no name
R4LA,Val
R4MA,Alexander
R4PEH,Nikolaj
R4RR,Irek
R4RT,Alexander
R5ABC,no name
R5DT,Alex
R5FF,Alex
R5VAN,Alexander
R5WW,Igor
R6AC,Vlad
R6AF,Victor
R6AU,Vadim
R6AW,Tom
R6DV,Alex
R6FQ,Oleg
R6FR,Alexander
R6KEE,Juri
R6KT,Nikolay
R7AB,Alexander (Sam)
R7AL,Vasily
R7AY,Sergey
R7DA,Alex
R7FK,Andy
R7KA,Leonid
R7KFX,Dimitry
R7MA,Yuri
R7MW,Yuri
R7NW,Sergey
R7RDE,Sergey
R8CT,Oleg
R8DX,Vic
R8LA,Vladimir
R9AB,Mike
R9AE,Alex
R9CAC,Anatoliy
R9SK,Vladimir
R9UT,Alexander
R9XM,Sergey
RA0MNA,no name
RA0R,Valeriy
RA1AVP,Alexei
RA1CF,Vic
RA1CW,Yuri
RA1G,no name
RA1KGW,no name
RA1LB,Unkown OM
RA1L,Konstantin (Kostya)
RA1NAL,Igor
RA1OD,Dmitry
RA1OW,Sergei
RA1QBH,Alexander
RA1QD,Vasily
RA1QEA,Sergey
RA1QQ,Nick
RA1QV,Eugene
RA1QX,Alex
RA1TU,Vladimir
RA1TV,Sergey
RA1WF,Geni
RA1WX,Valery
RA2FIZ,Levon
RA2FN,Sergey
RA2FT,Yuri
RA2FZ,Levon
RA3AGV,Victor
RA3AOS,Oleg
RA3BQ,Mikhail
RA3BY,George
RA3CQ,Idor
RA3DUO,Boris
RA3GU,Oleg
RA3LAX,Vladimir
RA3LDP,Alex
RA3PCI,Sergey
RA3QO,Valentin
RA3QSY,Igor
RA3QTT,Nickolay
RA3RA,Igor
RA3RGQ,Serge
RA3RLP,Gene
RA3SX,Valery
RA3TIR,Alex
RA3TO,Feigus
RA3UAG,Valeri
RA3VX,Vladimir
RA3WDK,Ivan
RA3XCO,Alexander
RA3YJ,Boris
RA4AAJ,Nik
RA4ACX,Alexey
RA4DB,Andy
RA4FAA,Vladimir
RA4FEA,Alexander
RA4FKZ,Evgeniy
RA4HMT,Andy
RA4HX,Vostrikov
RA4RAC,Rafis
RA4UES,Vlad
RA4YO,Vladimir
RA4ZA,Andrey
RA5C,Alexander
RA6AGR,Jurij
RA6AJ,Vasily
RA6AN,Fed
RA6ARI,Oleg
RA6AUK,Alex
RA6BX,Alex
RA6F,Anatoly
RA6FYL,Olga
RA6HN,Alexander
RA6HU,Mikhailov
RA6UAZ,Alexey
RA6XV,Victor
RA6YJ,Vlad
RA6YP,Vladimir
RA6YZ,Gen
RA7KW,Alexander
RA7RA,Petrov
RA8W,Marsel
RA9AEM,Gena
RA9QCA,Vasily
RA9Y,Mikhail
RB5AG,no name
RC1Q,Sergey
RC3F,Mikhail
RC4HAA,Club station
RC4R,Andy
RC4SAR,Alexander
RC6R,Vladimir
RC80KEDR,Special Event call sign
RC9A,Andrej
RC9O,Anatoly
RC9W,Vadim
RD3ACR,Anatoly
RD3AD,Vladimir
RD3AV,Victor
RD3BV,Alexander
RD3QA,Gennady
RD4A,Alex
RD4WM,Sergei
RD5A,Alex
RD7K,Max
RD8CC,Alexey
RD8D,Andy
RG22RQ,Michurinsk Contest Group
RG4A,no name
RG4F,Andy
RG5A,Alexander
RG9A,Contest Call
RJ3AM,Alexander
RJ4P,Igor
RK1AS,Dmitry
RK1PWA,Club station
RK22AW,Tom
RK33AW,no name
RK3BA,Yuri
RK3BY,Serge
RK3ER,Alex
RK3NWA,Radio Club
RK3QY,Victor
RK3SWB,Club station
RK3WB,Andrey
RK4FAJ,Vladimir
RK4FF,Vlad
RK4FL,Nikolay
RK6AM,Sergei
RK6FM,Gennady
RK6HG,Victor
RK6WWG,Radio Club
RK7C,Alex
RK8W,Vladimir
RK9AD,Ruslan
RK9DO,Alexander
RL2D,Vladimir
RL3DJ,Alexey
RL3DZ,Yuri
RL4A,Nick
RL7C,Leonid
RL8C,Sergey
RL9I,Andrey
RL9X,Radio Club School Syktyvk
RM2D,Mats
RM4W,Oleg
RM5Z,Vic
RM6AA,Sergey
RM8W,Andrey
RM9RZ,Igor
RN1CM,Sergeey
RN1CW,Andrew
RN1ON,Alexey
RN3ANT,Vitaly
RN3BX,Boris
RN3DA,Ivan
RN3DAO,Valery
RN3DLY,Alexander
RN3F,Contest Callsign
RN3QN,Oleg
RN3QT,Igor
RN3S,Sergey
RN3YN,Victor
RN3ZBB,Sergej
RN4AO,Gennadiy
RN4HT,Yuri
RN4NZ,Dima
RN4W,Igor
RN4ZT,Vladimir
RN6AJ,Igor
RN6HDL,Alexander
RN6K,Serge
RN7G,Andy
RN9A,Ilya
RN9AQV,Eugene
RO1B,Eugene
RQ3D,Alex
RQ3M,Alexey
RS80KEDR,Oleg
RT1L,Igor
RT3LA,Mikhail
RT3M,Alex
RT4F,Contest Club Station
RT6C,Alex
RT7N,Nick
RT9S,Yuri
RT9X,Mikhail
RU0BW,Vladimir
RU27NY,Andrey
RU2DA,Sergey
RU2FV,Eugene
RU2K,no name
RU3AL,Victor
RU3DB,Alexander (Alex)
RU3DX,Eugene
RU3GM,Yuri
RU3QR,Sergey
RU3YAA,Yuriy
RU4F,Mike
RU4HD,Alexey
RU4NA,Ilya
RU4NAM,George
RU5TT,Club station
RU6AM,Yuri
RU6AN,Valery
RU6AV,Vladimir
RU6K,Rustam
RU6LC,Yuri
RU7A,Alexey
RU7KQ,Leo
RU9CD,Bogdan
RU9CI,Victor
RU9HM,Stan
RU9MU,Alexej
RU9UC,Andrey
RU9US,Alexander
RU9WZ,Alex
RV1CT,Gennady
RV3DB,Alex
RV3F,Alexander
RV3GM,Oleg
RV3ID,Andy
RV3KJ,Alexander
RV3PN,Vladimir
RV3ZA,Alex
RV3ZR,Alexander
RV4AD,Alex
RV6AZ,Alex
RV6WN,no name
RV9CX,Dmitry
RV9DC,Sergey
RV9UP,Alexey
RW0AB,Alexander
RW0A,ContestCall
RW0CR,Alex
RW0LIF,Vladimir
RW1AI,Mikhail
RW3Q,no name
RW3XW,Igor
RW3XZ,Alexei
RW3YA,George
RW4CB,Vladimir
RW4C,Dmitry
RW4HB,Serge
RW4HFH,Vladimir
RW4PP,Alexander
RW4WA,Vladimir
RW4WN,Lev
RW5D,Serge
RW6MBC,Serge
RW7KM,Walerij
RW9OG,Gennady
RX3AP,Yuri
RX3DBG,Pawel
RX3DIS,Andrey
RX3DIU,Sergey
RX3DLH,Vladimir
RX3DO,Dmitry
RX3DOR,Valery
RX3DX,Evgeny
RX3G,Oleg
RX3PR,Eugene
RX3QNE,Mikhail (misha)
RX3VF,Alex
RX3ZL,Alex
RX4CD,Sergey
RX5DX,Artem
RX6BW,Anatoly
RX6FJ,Igor
RX9CM,Leonid
RX9FB,Toly
RX9SN,Alexander
RX9SR,Dima
RX9WN,Alik
RX9WT,Vladimir
RY2BNL,no name
RY6Y,Shakhan Contest Club
RY7G,Ken
RZ0AQ,Valery
RZ3AL,Pavel
RZ3AR,Yuri
RZ3AW,Boris
RZ3DCJ,Pavel
RZ3DJ,Dimitry
RZ3DZ,Vyacheslav
RZ3EE,Boris
RZ3EV,Lalery
RZ3FQ,Vladimir
RZ3FW,Serge
RZ3WQ,no name
RZ4FB,Nickolay
RZ4FV,no name
RZ4I,no name
RZ5B,no name
RZ6HDX,Sergey
RZ9OC,Yuri
RZ9OL,Alexander
S50A,Tine
S50B,Bourt
S50XX,Kristjan
S51AP,Ivan
S51AU,Borut
S51CL,Al
S51CW,no name
S51DV,Alojz
S51DX,Janez
S51EC,Hubert
S51GL,Miran
S51GW,Vilibald
S51IB,Dusko
S51J,Janez
S51JS,Jaka
S51KD,Dusan
S51MF,Franjo
S51NP,Aleksander
S51NY,Branko
S51RU,Marjan
S51ST,Ljubo
S51SX,Karl
S51TI,no name
S51TN,Mitja
S51TX,Joze
S51UJ,Brane
S51WO,Sam
S51WX,Dusan
S51XT,Zvonimir
S51ZG,Jesenko
S52AU,Borut
S52BO,Ivo
S52CM,Primoz
S52CU,Mirko
S52D,Iztok
S52EB,no name
S52F,Drago
S52FT,Bostjan
S52KM,Hinko
S52MZ,Marijan
S52NY,Robert
S52ON,Miro
S52PO,Aloijz
S52Q,Aco
S52QS,Ian
S52RA,Miroslav (Miro)
S52RAS,Club station
S52R,Tone
S52TC,Marijan
S52TW,Boris
S52ZD,Drago
S53AAN,Damian
S53EO,Milos
S53JW,Marjan
S53OM,Alex
S53PO,Joze
S53X,Milos
S53XX,Slavko
S53YL,Sabina
S54A,Ivan
S54KD,Drago
S54MTB,Marko
S54W,Peter
S54X,Rajko
S54ZD,Drago
S55DX,Milan
S55KM,Negro
S55KZ,Ziga
S55VN,Vili
S55X,Jaka
S55Z,Dragan
S56IHX,Marjan
S56I,Peter
S56KFG,Frank
S56KVJ,Valdemar
S56LEN,no name
S56LXN,Bojan
S56RPJ,Janko
S57AC,Bojan
S57AJ,Janez
S57AX,Darko
S57D,Milos
S57DX,Slavko
S57EA,Miran
S57ET,Rado
S57GB,Bostjan
S57HPW,Janez
S57ILF,Franci
S57IPA,Bogo
S57JA,Bojan
S57JJ,Janez
S57LC,Joze
S57MPU,Marko
S57MS,Marko
S57MZO,Franci
S57PZ,Zvone
S57RO,Rudi
S57RR,Roberto
S57S,Aleksander
S57TI,Ivan
S57T,Jan
S57TQ,Tadeja
S57TX,Zvone
S57V,Milan
S57WO,Bruno
S57X,Jurij
S57XX,Jure
S58AA,Tony
S58AL,Albert
S58KA,Ivan
S58MU,Milan
S58R,Rado
S59AA,Franc
S59CP,Contest Station
S59DXX,RadioKlub Student
S59FOP,Radio club
S59RA,Ale�
S59T,Radio Club
S59UAR,Radioclub Lesce
S59WT,Igor
S59Z,Mirko
SA0AQT,Magnus
SA0BFW,Wittich
SA0BXV,Claes
SA2BFO,Andreas
SA4ARG,Lars
SA4ATT,Dieter
SA4BLM,Lars
SA5ACN,Joakim
SA5BFZ,Alex
SA7BXU,Torbj�rn
SC0UT,Radio Scouts
SE3X,John
SE5B,Lennart
SK5EW,Radio Club
SK5PZ,ABB Radio Amateurs
SK6KY,Club station Kungsbacka
SK6RM,Gothenburg Radio Museum
SK7AX,Radioclub
SK8HMZ,no name
SL2NB,SWEDISH ARMED FORCES
SM0AIG,Ingemar
SM0BSB,Roine
SM0BXT,Carl
SM0CUH,Ola
SM0DTK,Martin
SM0FPR,Mats
SM0GNS,Peder
SM0HPL,Andars
SM0INQ,Jan
SM0NCS,Tore
SM0NTK,Andy
SM0OEK,Jaan
SM0OGQ,Ingvar
SM0VNZ,Stefan
SM1ALH,Eric
SM1CXE,Roland
SM1HEV,Jens
SM1IRS,Andy
SM2BYW,Jimmy
SM2DUX,Torgny
SM2EKA,Rune
SM2ELN,Torbjorn
SM2FIJ,Johnny
SM2SUM,Peder
SM3AF,Sten
SM3BFH,Gus
SM3CCT,Bengt
SM3CIQ,Ulf
SM3DFM,Rune
SM3GBA,Sven
SM3GQP,Gullik
SM3KMB,Ben
SM3VAC,Magnus
SM4ASX,Lennart
SM4AWF,Anders
SM4AZQ,Lennart
SM4BNZ,Rolf
SM4CJM,Hans
SM4CJY,Lennart
SM4CTI,Sten
SM4CTT,Goesta
SM4EMO,Kenneth
SM4EPR,Mats
SM4LRA,Chris
SM4YMC,Patrik
SM5AGI,Bengt-Ove
SM5APH,Eric
SM5APS,Eric
SM5BJT,Erling
SM5BMB,Ulf
SM5BTX,Urban
SM5CBN,Lennart
SM5CZQ,Kjell (Ken)
SM5DFM,Rune
SM5DGA,Jan
SM5DGE,Joe
SM5DJZ,Jan
SM5DXR,Christer
SM5ELV,Kent
SM5EPO,Per-Olof (PeO)
SM5GLC,Lasse
SM5HPL,Anders
SM5IMO,Dan
SM5LBR,Rainer
SM5LNE,Jan
SM5MEK,Jenny (Jen)
SM5MNB,Tatu
SM5RV,Sven
SM5SWA,Leif
SM5TY,Karl
SM5XD,Stig
SM6AHS,Roland
SM6AVO,Len
SM6BGG,Kurt
SM6BQL,Folke
SM6CCO,Bengt
SM6CDN,Sven
SM6CLU,Lennart
SM6CMU,Ingemar
SM6CNX,Dan
SM6CPY,Carl
SM6CUK,Lars-Goran
SM6DER,Sten
SM6DPF,Stig
SM6EHY,Bjoern
SM6ELY,Kenneth
SM6FPG,Bo
SM6GBM,Goran
SM6HVR,Sune
SM6JWR,Klas
SM6LJP,Kent
SM6LWH,Hans
SM6MSG,Kent
SM6NT,Lars
SM6OEF,Bengt
SM6PRX,Per-Erik
SM7AYB,Nilsson
SM7BEP,Amos
SM7BHH,Walther
SM7BUA,Mats
SM7CBS,Tore
SM7CTJ,Gert
SM7DIE,Tore
SM7DZD,Lars-Erik
SM7EDN,Lennart
SM7GUY,Ingvar
SM7HVQ,Peter
SM7IAC,Gus
SM7IUN,Bjorn
SM7NGH,Jan
SM7RYR,Roger
SM7ZDI,Victor
SMOGNS,Peder
SN0BEM,Radio club SP5KVW
SN0PFF,Andy
SN0QRP,Robert
SN0SOTA,Konrad
SN0WFF,Jerzy
SN100K,Special Event Station
SN100PKK,RadioKlub Ligi Obrony Kra
SN1920PS,Special call
SN2FF,Rainer
SN5O,Club station
SN5T,Contest Call of SP5PPK
SN6P,Marek
SN777EL,Special Event Station
SN9ZBZ,Club Call
SO5CAL,Arek
SO6R,Darek
SO7BIT,Bartek
SO9C,Rafal
SO9EWA,Henryk
SO9TA,Sergiy
SP0DXC,SP DX Club
SP1CC,Emil
SP1DPA,Waldemar
SP1DTM,Zbig
SP1EPR,Edward
SP1GA,Arek
SP1GZF,Piotr
SP1JPM,Kaz
SP1JQJ,Arnold
SP1MVG,Chris
SP1NQN,Ted
SP1QY,Arthur
SP2AEK,Roman
SP2AOB,Czes
SP2B,Jan
SP2BMX,Jan
SP2BUC,Les
SP2DD,Unknown om
SP2DKI,Irek
SP2EPV,Gen
SP2EWQ,Aleksander
SP2F,Chris
SP2FVN,Woy
SP2GUC,Eugeniusz
SP2GWH,Pawel (paul) 
SP2HMN,Mirek
SP2HMT,Romuald
SP2HMY,Piatek
SP2JL,Edward
SP2JP,Edward
SP2LQP,Piotr
SP2MKI,Dariusz
SP2OB,Stan
SP2ORL,Marian
SP2SV,Chris
SP2TFC,Robert
SP2TMT,Radio Club
SP2WET,Mike
SP2WWS,Unkown om
SP2WW,Wes
SP2YMX,Radio Club Station
SP3BLK,Mieczyslaw
SP3DGV,Eugeniusz (Genek)
SP3DOF,Jerzy
SP3EQE,Piotr
SP3EWP,Vlad
SP3FGQ,Roman
SP3FTA,Zdzislaw
SP3GTS,Zenon (zen) 
SP3GVX,Marek
SP3HDU,Janusz
SP3HLM,Czeslaw
SP3HYK,Hary
SP3JFK,Marek
SP3JIA,Andrzej
SP3J,John
SP3LD,Bogdan
SP3LRS,Grzegorz
SP3MGM,Krzysztof
SP3OCC,Unknown name
SP3PL,Julian
SP3SLU,Jerzy (Jurek)
SP3SPK,Piotr
SP3W,Sebastian
SP4AVG,Lubele
SP4AWE,Kazimierz
SP4CBE,Filip
SP4GDC,Romuald
SP4IGV,Roman (Ron)
SP4JAE,Stanislaw
SP4JFR,Boleslaw
SP4NKQ,Eugeniusz
SP4NKU,Jerzy
SP4OIC,Eugeniusz
SP4SHW,Jerzy (Jurek)
SP4TBL,Bartlomiej
SP5AGU,Zenon
SP5AMN,Janusz
SP5APW,Jacek
SP5ARP,Stanislaw
SP5ASR,Andy
SP5AYY,Znak
SP5BB,Kuba
SP5BLI,Stanislav
SP5BR,Janusz
SP5BTN,Andy
SP5BWO,Tadeo
SP5CCC,Unknown om
SP5CCK,Marek
SP5CGN,Edward
SP5DUJ,Andy
SP5DU,Krzysztof (Chris)
SP5DV,no name
SP5DZE,Miet
SP5EAF,Marek
SP5ES,Marcin
SP5FHF,Jan
SP5GKN,Ricardo
SP5GLK,Jozef
SP5ICQ,Wieslaw (Wes)
SP5IR,Richard
SP5KCR,Club Station Nat. Defence
SP5KD,Richard
SP5LXT,Adao
SP5NZL,Mark
SP5PDA,Club station
SP5QWO,Jacek
SP5TAA,Witold
SP5X,Andrzej
SP5XO,Tom
SP5XTY,Dariusz
SP5Z,Wlodek
SP6AAT,Jan
SP6AML,Mieczyslaw
SP6ARA,Alicja
SP6AUI,Janusz
SP6BBE,Zbigniew
SP6BEN,Andrzej
SP6BOW,August
SP6CES,Jerzy
SP6CIK,Les
SP6CJE,Jan
SP6DMJ,Jan
SP6DT,Marek
SP6ECA,Andrzej
SP6EIY,Stanislaw
SP6EO,Zbyszek
SP6FAF,Alfred
SP6FCQ,Marian
SP6FEK,Stanislaw (Stan) 
SP6FVP,Sylwester (syl) 
SP6GF,Marek
SP6GNK,Piotr
SP6GVU,Andrzej
SP6IEQ,Dionizy
SP6JOE,Joe
SP6JZL,Franz
SP6LK,Stanislav
SP6LTI,Czeslaw
SP6LV,Andrzej
SP6NIJ,Marek
SP6NIK,Jan
SP6OJG,Marian
SP6QKP,Piotr
SP6SUD,Juliusz
SP6XP,Stanislav
SP6YAT,Clubstation
SP6YT,Andy
SP6ZHP,Radio club polish scout
SP7FRO,Andy
SP7HIW,Andrzej
SP7HOV,Zbigniew
SP7JC,Jaroslav
SP7KI,John
SP7KMX,Club station
SP7LFT,Pawel
SP7MUG,Andy
SP7MW,Marek
SP7OGI,Krzysztof
SP7QO,Stanislaw
SP7RJI,Marian
SP7RZR,Ryszard
SP7SQM,Robert
SP7SZC,Marcin
SP7VTQ,Jarek
SP7VVT,Wojtek
SP8AJK,Tony
SP8ALC,Bob
SP8BBE,unknown name
SP8BBK,Jerzy
SP8BJU,Wlodek
SP8GEY,Adam
SP8GQU,Jerzy (Rod) 
SP8GWI,Janusz
SP8JUS,Zbigniew
SP8LEP,Arthur
SP8N,Adam
SP8R,Club station
SP8RHP,Robert
SP8YLU,Malgorzata
SP8ZV,Marian
SP9AM,Andrzej
SP9AMH,Mariusz
SP9AVR,KLAUDIUSZ (Claudio)
SP9AWS,Stanislas (Stan)
SP9AZM,Xxx
SP9BCH,Jan
SP9BGS,Jerzy
SP9BIJ,M
SP9BRP,Jan
SP9CDA,Miroslaw
SP9CQ,Jozef
SP9CTW,Alfred
SP9CV,Cezary
SP9CVY,Jerzy
SP9DPM,Dariusz
SP9DTH,Julian
SP9EML,Mieczyslaw
SP9EMV,Piotr
SP9EWM,Waclaw
SP9FKQ,Unknown om
SP9FTW,Walenty
SP9FV,Franciszek
SP9FZC,Stanislaw
SP9GFI,Kaz
SP9GI,Sylwester
SP9GMI,Zibignew
SP9HTY,Marek
SP9HVV,Jan
SP9HZI,Czejlw
SP9IBJ,Zdzislaw
SP9IEK,Zbig
SP9IIL,Andrzej
SP9JPA,Henryk
SP9KDA,Club station
SP9KEK,Adam
SP9LLA,Kazimierz
SP9MA,Jarek
SP9MDF,unknown name
SP9MDY,Hubert
SP9NLI,Andy
SP9NLQ,Leslaw
SP9OZM,no name
SP9PND,Milosz
SP9QJ,Ignacy
SP9QZI,Miroslav (miro) 
SP9RCF,Rudolf
SP9RES,Marian
SP9RNS,Radio Club
SP9RQH,Krzysztof
SP9TBT,Tadeusz (ted) 
SP9TKW,Marek
SP9VFG,Peter
SP9WUZ,Jan
SP9XCJ,Stanislaw
SP9XLQ,Ryszard
SP9YCW,Radio Club
SP9YFF,Radioclub
SQ0SOTA,Jacek
SQ1GU,Andrzej
SQ1PSA,Jan
SQ1SMB,Mariusz (Mario)
SQ2DMX,Arek
SQ2EEY,Chris
SQ2LKY,Zbyszek
SQ2MTI,Krzysztof
SQ2RBW,Martin
SQ2RBY,Grzegorz (Greg)
SQ2WKQ,Chris
SQ3DWH,Zibi
SQ3F,Les
SQ3HMZ,Gorzoj
SQ3SIB,Bart
SQ5GVY,Andrzej
SQ5JUP,Piotr
SQ5MRI,Daniel
SQ5NWA,Artur
SQ5NWD,Sebastian
SQ65HSC,Artur
SQ6CNM,Mirek
SQ6CU,Akrakadius
SQ6ELK,Marek
SQ6GIT,Konrad
SQ6JNX,Mike
SQ6KBW,no name
SQ6LK,Chris
SQ6LKK,Chris
SQ6PLD,Tom
SQ6PNT,Tom
SQ6WE,Mike
SQ7CGN,Wlodek
SQ7M,Michal (mik)
SQ7NNM,Krzysztof
SQ7OVT,Slawek
SQ7OVV,Kuba
SQ7WOJ,Wojciech
SQ8JLU,Adam
SQ8JMZ,Robert
SQ8MXL,Piotr
SQ8WMZ,Unknown om
SQ9CNC,Kazimierz
SQ9CWO,Jan
SQ9DH,Maciej
SQ9EI,Marcin
SQ9FMC,Artur
SQ9FMU,Robert
SQ9FQC,Anatoni
SQ9GIT,Konrad
SQ9HT,Tomek
SQ9JKD,Grzegorz
SQ9JXS,Piotr
SQ9KCN,Eryk
SQ9KCX,Lukasz (Lucas)
SQ9KEK,Adam
SQ9LOM,Waldemar
SQ9MDF,Leszek
SQ9MDN,Jacek
SQ9MZ,Henryk
SQ9NOT,Wioletta
SQ9OJN,Bartek
SQ9OZM,Marcin
SQ9PDL,Piotr (Peter)
SQ9PND,Milosz
SQ9PPW,Adam
SQ9RFM,Wojciech
SQ9RNV,Rafal
SQ9RNW,Mirek
SQ9RZA,Grzegorz
SQ9SHR,Kuba
SQ9SXO,Darek
SQ9X,Darek
SV1AVE,Andreas
SV1BHF,Nick
SV1CEI,Nikos
SV1CQN,Kostas
SV1ED,Athanasios
SV1ENG,Antonis
SV1GRN,Panos
SV1JMC,Vasilis
SV1KU,Jos
SV1KYQ,Costas
SV1NJA,Pavlos
SV1NZR,Yannis
SV1QED,Mike
SV1QEK,Othon
SV1QEZ,Ioannis
SV1QZG,Timis
SV1RB,Michalis (Mike)
SV1RHL,Sotiris
SV1RVI,George
SV1RVJ,Kyriakos
SV2AOK,Tasos
SV2AO,Tasos
SV2AYT,Nicos
SV2BBK,Theofanis
SV2BBO,Yanis
SV2BOI,George
SV2CLJ,Thomas
SV2CNE,George
SV2CU,Unknown om
SV2DFK,Angel
SV2FLM,Lazaros
SV2FOS,no name
SV2GQP,Kostas
SV2GWI,Christos
SV2HJW,Kostas
SV2HSY,Efthymios
SV2HSZ,Michalis (Mike)
SV2HSZ,Mike
SV2HTX,Stefanos
SV2KGA,Adamos
SV2NCH,George
SV2ON,no name
SV2OXS,Christos
SV2OXW,Makis
SV2OYE,Dionisis
SV2OYO,Lazaros
SV2RUJ,Stavros
SV3AAN,Stafhs
SV3AQ,Apostolakis
SV3CKY,Alexandros (Alex)
SV3EXU,Tasos
SV3GLI,Kostas
SV3ICL,Fotis
SV3IEG,Dino
SV3IEG,Dinos
SV4FFL,Costas
SV4NLU,no name
SV5IHX,Marjan
SV5KVJ,unknown name
SV7CUD,Panos
SV7EOG,Panos
SV7ERN,Kiriakos
SV7LOZ,John
SV7LWQ,Konstantinos
SV7MS,no name
SV8AL,Unkown om
SV8GGI,Konstantinos
SV8IIR,Costa
SV9CVY,Michael
SV9FBG,Giannis
SV9RGI,Giannis
SV9RNG,Paul (Pol)
SY1BCL,Kostas
SY1BFI,Athanasios (Sakis)
SY2AGT,Makis
SY2BEW,Efstathios
SY2BEX,Stergios
SY2BIK,Stavros
SY8BEB,Ioannis
SZ2T,Radio Club Thessaloniki's
TA1ARI,Ali
TA1CD,Recep
TA2AO,Osman
TF3DX,Villi
TF3EK,Einar
TF3JB,Jonas
TF3W,Clubstation
TF3Y,Yngvi
TI2KD,Carlos
TK1LA,Phillippe
TK5EP,Patrickwn
TM10LHG,Peter
TM10SOTA,Robert
TM16RW,Jean-Paul
TM1X,no name
TM4S,G�rald
TM7G,Contest Team
TM8AB,Gerald
UA0BA,Andy
UA0SBQ,Victor
UA0SDX,Sergey
UA0SR,Serge
UA0WV,Vladimir
UA1ABO,Igor
UA1ACB,Alexander
UA1ACO,Vladimir
UA1ACQ,Yuri
UA1ADF,Anatoly
UA1AEC,Alexander
UA1AJ,Valery
UA1AJW,Alexander
UA1ALY,Mikhail (Mike)
UA1ASB,Leonid
UA1AVU,Vladimir (Vlad)
UA1AV,Victor
UA1CE,Gennady
UA1CEG,Yuri
UA1CEX,Victor
UA1CHJ,Vladimir
UA1CT,Eugene
UA1LO,Yuri
UA1OHZ,Alexander
UA1OJL,Alex
UA1OOX,Igor
UA1QW,Sergei
UA1QY,Igor
UA1TAN,Valery
UA1WAY,Anatoly
UA1ZFK,Nickolay
UA2FR,Valentin
UA2FT,Alex
UA3AAJ,Sergey
UA3ABJ,Valeriy
UA3AGW,Dmitry
UA3AIU,Herman
UA3APU,Vasily
UA3BV,Yuri
UA3DCE,Nickolay
UA3DDT,Alex
UA3DJY,Igor
UA3DOM,Yuri
UA3DSN,Sergey
UA3DSS,Vladimir
UA3DUV,Lary
UA3FO,Anatoly
UA3GBH,Alexander
UA3GJM,Eugene
UA3GT,Vladimir
UA3GVV,Sergey
UA3GX,Yuri
UA3ICF,Yuri
UA3ICV,Nick
UA3IJC,Vladimir
UA3LIZ,Alexander
UA3LMR,Vyacheslav
UA3L,Vladimir
UA3MEG,Vladimir
UA3MIQ,Vladimir
UA3PII,Boris
UA3PY,Yuri
UA3QAM,Alexander
UA3QDJ,Alexander
UA3QIP,Vlad
UA3QNS,Valery
UA3QR,Vladimir
UA3RAX,Yuri
UA3RBM,Sergey
UA3RFA,Ghenrikh
UA3RF,Alexander
UA3RMB,Serge
UA3RU,Yuri
UA3TAK,Wal
UA3TCQ,Valery
UA3THY,Andy
UA3UAD,Yuri
UA3UAT,Vlad
UA3VFS,Fedotov
UA3WBC,Vladimir
UA3X,Ven
UA3YDH,Mikhail
UA3YDI,Anatoly
UA3YFL,Nikolaj
UA3YHG,Valery
UA3YY,Serge
UA4AF,Eugene
UA4CJY,Eugene
UA4CTV,Alexander
UA4FTA,Igor
UA4LX,Alexei
UA4NAL,Kir
UA4NF,Yuri
UA4NN,Victor
UA4NU,Eugene
UA4PAY,Victor
UA4PKN,Valery
UA4PNT,Leonid
UA4SLX,no name
UA4UAR,Artur
UA4UBW,Serge
UA4WEF,Igor
UA4WJ,Nickolay
UA4Z,Ruslan
UA5D,Igor
UA5MA,no name
UA5YCS,no name
UA6AGE,Nikolai
UA6AK,Valentin
UA6AQB,Sirenko
UA6AUA,Victor
UA6BFE,Andrei
UA6EC,Nikolai
UA6EED,Nickolaj
UA6EF,Johan
UA6EU,Tim
UA6FZ,Alex
UA6GF,George
UA6HGY,Igor
UA6HRB,Boris
UA6JFG,Vladimir
UA6JQ,Dmitry
UA6JZ,Yuri
UA6LCN,George
UA6LCT,Makarov
UA6LTY,Victor
UA6LUF,Mikhail
UA6NE,Val
UA6PF,Petrosov
UA6XT,Anatoly
UA6YH,Alexander
UA6YX,Yuri
UA9AB,Gene
UA9ACV,Gregory
UA9APA,Yuri
UA9AU,Dmitry
UA9BA,Willy
UA9CBR,Grigory
UA9CDC,Igor
UA9CES,Eugene
UA9CGL,Vladimir
UA9CHL,Vadim
UA9CIV,Alexander
UA9CNX,Sergey
UA9CTT,Michael
UA9DM,Leonid
UA9DR,Vladimir
UA9FA,Vladimir
UA9LL,Victor
UA9LT,Dima
UA9MA,Gennady
UA9ODU,Alex
UA9R,Victor
UA9WOB,Vasiliy
UA9YHA,Victor
UB8SCB,Sergej
UC4A,Vladimir
UE2HR,no name
UE40SA,special event call
UE6EWB,no name
UI5A,Valery
UI7T,Serge
UI8CM,Igor
UN0C,Vadil
UN0OA,Nickolay
UN3JZ,Pavel
UN3M,Nik
UN5C,Victor
UN6LN,Vladimir
UN7CH,Yuri
UN7FW,Vadim
UN7IZ,Alexander
UN7JZ,Pavel
UN7NFD,Galym
UN7PW,Eugene
UN7QF,Gennadiy
UP2L,Contest Call
UR0CB,Gena
UR0EP,Yevgen
